Store,Date,Cigarette Name,Cigarette UPC,Sell Unit Quantity,Item Number,Cost,Sales,Quantity Sold
3,3/3/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,3/4/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,3/7/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,3/8/20,L & M REG KS BOX,2820030982,1,50763,26.46,26.35,5
3,3/9/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,3/10/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,3/12/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,3/13/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,3/15/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,3/16/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,3/17/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,3/18/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,3/19/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,3/20/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,3/21/20,L & M REG KS BOX,2820030982,1,50763,21.16,21.08,4
3,3/22/20,L & M REG KS BOX,2820030982,1,50763,21.16,21.08,4
3,3/23/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,3/24/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,3/25/20,L & M REG KS BOX,2820030982,1,50763,21.16,21.08,4
3,3/26/20,L & M REG KS BOX,2820030982,1,50763,26.46,26.35,5
3,3/27/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,3/28/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,3/29/20,L & M REG KS BOX,2820030982,1,50763,21.16,21.08,4
3,3/30/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,3/31/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,4/2/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,4/3/20,L & M REG KS BOX,2820030982,1,50763,21.16,21.08,4
3,4/4/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,4/5/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,4/6/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,4/7/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,4/9/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,4/10/20,L & M REG KS BOX,2820030982,1,50763,31.75,31.62,6
3,4/11/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,4/12/20,L & M REG KS BOX,2820030982,1,50763,31.75,31.62,6
3,4/13/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,4/15/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,4/16/20,L & M REG KS BOX,2820030982,1,50763,26.46,26.35,5
3,4/18/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,4/19/20,L & M REG KS BOX,2820030982,1,50763,21.16,21.08,4
3,4/20/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,4/21/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,4/22/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,4/23/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,4/24/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,4/26/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,4/30/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,5/1/20,L & M REG KS BOX,2820030982,1,50763,15.87,15.81,3
3,5/2/20,L & M REG KS BOX,2820030982,1,50763,5.29,5.27,1
3,5/3/20,L & M REG KS BOX,2820030982,1,50763,10.58,10.54,2
3,4/11/20,L & M TURKISH BLD 100 BX,2820031402,1,50761,5.29,5.27,1
3,4/20/20,L & M TURKISH BLD KS BX,2820031392,1,50785,5.29,5.27,1
3,2/6/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.13,5.95,1
3,2/8/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.26,11.9,2
3,2/12/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.13,5.95,1
3,2/14/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.13,5.95,1
3,2/18/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,5.95,1
3,2/21/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,11.9,2
3,2/23/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,11.9,2
3,2/25/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,3/2/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,3/9/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,3/15/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,3/16/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,3/18/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,3/19/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,3/27/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,3/29/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,3/31/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,4/1/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,15.64,18.15,3
3,4/2/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,4/3/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,4/7/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,15.64,18.15,3
3,4/8/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,4/11/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,4/14/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,4/16/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,4/18/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,4/20/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,4/22/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,10.42,12.1,2
3,4/30/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,5/3/20,MARL MEN ICE BX K 50 OFF,2820017916,1,51299,5.21,6.05,1
3,5/1/20,MARL MIDNIGHT MEN BX KS,2820000613,1,50808,5.71,5.45,1
3,2/5/20,MARL SPCL BLD RED KS BX,2820000565,1,50841,5.63,6.05,1
3,3/31/20,MARL SPCL BLD RED KS BX,2820000565,1,50841,5.71,6.15,1
3,4/9/20,MARL SPCL BLD RED KS BX,2820000565,1,50841,11.42,11.8,2
3,4/21/20,MARL SPCL BLD RED KS BX,2820000565,1,50841,5.71,6.15,1
3,5/2/20,MARL SPCL BLD RED KS BX,2820000565,1,50841,5.71,6.15,1
3,5/2/20,MARL SPCL BLD RED KS BX,2820000565,1,50841,11.42,11.8,2
3,2/10/20,MARLBORO BL 27 BOX K 50 OFF,2820017821,1,50948,10.26,11.7,2
3,2/29/20,MARLBORO BL 27 BOX K 50 OFF,2820017821,1,50948,10.42,11.9,2
3,3/5/20,MARLBORO BL 27 BOX K 50 OFF,2820017821,1,50948,10.42,11.9,2
3,3/10/20,MARLBORO BL 27 BOX K 50 OFF,2820017821,1,50948,5.21,5.95,1
3,3/13/20,MARLBORO BL 27 BOX K 50 OFF,2820017821,1,50948,5.21,5.95,1
3,3/23/20,MARLBORO BL 27 BOX K 50 OFF,2820017821,1,50948,10.42,11.9,2
3,2/6/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,20.51,21.4,4
3,2/8/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,15.38,16.05,3
3,2/17/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,15.38,16.05,3
3,2/19/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,15.64,16.05,3
3,2/21/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,20.85,21.4,4
3,2/23/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,5.21,5.35,1
3,2/24/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,20.85,21.4,4
3,2/25/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,5.21,5.45,1
3,2/26/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,5.21,5.45,1
3,2/27/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,5.21,5.45,1
3,2/29/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,15.64,16.35,3
3,3/31/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,15.64,16.35,3
3,4/1/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,5.21,5.45,1
3,4/2/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,20.85,21.8,4
3,4/4/20,MARLBORO BLACK SP BLD BX  50 OFF,2820017476,1,50947,10.42,10.9,2
3,2/28/20,MARLBORO BLEND 27 REG KS BOX,2820000264,1,50870,5.71,6.45,1
3,3/9/20,MARLBORO BLEND 27 REG KS BOX,2820000264,1,50870,5.71,6.45,1
3,3/26/20,MARLBORO BLEND 27 REG KS BOX,2820000264,1,50870,5.71,6.45,1
3,3/28/20,MARLBORO BLEND 27 REG KS BOX,2820000264,1,50870,5.71,6.45,1
3,3/29/20,MARLBORO BLEND 27 REG KS BOX,2820000264,1,50870,11.42,12.4,2
3,3/30/20,MARLBORO BLEND 27 REG KS BOX,2820000264,1,50870,5.71,6.45,1
3,4/12/20,MARLBORO BLEND 27 REG KS BOX,2820000264,1,50870,5.71,6.45,1
3,2/5/20,MARLBORO BLUE MENTHOL 100 BOX,2820000377,1,50865,5.63,6.45,1
3,2/22/20,MARLBORO BLUE MENTHOL 100 BOX,2820000377,1,50865,5.71,6.45,1
3,4/3/20,MARLBORO BLUE MENTHOL 100 BOX,2820000377,1,50865,5.71,6.3,1
3,2/6/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.63,6.45,1
3,2/7/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.63,6.45,1
3,2/12/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.63,6.45,1
3,2/15/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.63,6.45,1
3,2/20/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,11.42,12.4,2
3,2/26/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,2/29/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/2/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/3/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/4/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/5/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,11.42,13.1,2
3,3/7/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,11.42,13.1,2
3,3/10/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/11/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/12/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/13/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,11.42,13.1,2
3,3/14/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/15/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/19/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,11.42,12.6,2
3,3/23/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/25/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,3/30/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,11.42,12.6,2
3,4/6/20,MARLBORO BLUE MENTHOL KS BOX,2820013760,10,50837,57.12,62.29,1
3,4/7/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/8/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/10/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/14/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/15/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/16/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/19/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/20/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/21/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/22/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,11.42,12.6,2
3,4/23/20,MARLBORO BLUE MENTHOL KS BOX,2820013760,10,50837,57.12,62.29,1
3,4/25/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/26/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/27/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,4/29/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,11.42,12.6,2
3,4/30/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,5/2/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,5/3/20,MARLBORO BLUE MENTHOL KS BOX,2820000376,1,50837,5.71,6.55,1
3,2/7/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.63,5.35,1
3,2/8/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.63,5.35,1
3,2/11/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.63,5.35,1
3,2/14/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.63,5.35,1
3,2/25/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,2/26/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,28.56,27.25,5
3,3/8/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,11.42,10.9,2
3,3/13/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,3/20/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,3/22/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,3/25/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,3/26/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,3/27/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,3/29/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,3/31/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,4/10/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,4/16/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,5/1/20,MARLBORO BOLD ICE BOX,2820033132,1,10991,5.71,5.45,1
3,3/31/20,MARLBORO EDGE BX  50 OFF,2820017696,1,50943,5.21,5.45,1
3,4/8/20,MARLBORO EDGE BX  50 OFF,2820017696,1,50943,10.42,9.5,2
3,4/24/20,MARLBORO EDGE BX  50 OFF,2820017696,1,50943,15.64,14.25,3
3,3/23/20,MARLBORO EDGE KS BX,2820031992,1,50847,11.42,11.8,2
3,2/5/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,5.13,5.95,1
3,2/6/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,15.38,17.85,3
3,2/7/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,10.26,11.9,2
3,2/17/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,5.13,5.95,1
3,2/18/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,5.21,5.95,1
3,2/21/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,20.85,23.8,4
3,2/23/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,10.42,11.9,2
3,2/24/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,10.42,11.9,2
3,2/25/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,10.42,12.1,2
3,2/26/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,20.85,24.2,4
3,2/27/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,15.64,18.15,3
3,2/28/20,MARLBORO GLD MEN BX 50 OFF,2820017869,1,50930,5.21,6.05,1
3,2/7/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.63,6.45,1
3,2/8/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,22.51,24.8,4
3,2/10/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,22.51,24.8,4
3,2/11/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.63,6.45,1
3,2/13/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.63,6.45,1
3,2/13/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.26,12.4,2
3,2/14/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,28.14,32.25,5
3,2/15/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.63,6.45,1
3,2/16/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.63,6.45,1
3,2/16/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.26,12.4,2
3,2/28/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.3,1
3,2/29/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,3/1/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/2/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/2/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.3,1
3,3/3/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/4/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/4/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/5/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/6/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,3/6/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/8/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/9/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,3/9/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,17.14,18.9,3
3,3/11/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,3/12/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/13/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/13/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,22.85,25.2,4
3,3/14/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,3/17/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/17/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/18/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/19/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/20/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/21/20,MARLBORO GLD MENTHOL KS BOX,2820014010,10,50818,57.12,62.29,1
3,3/22/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/22/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/27/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,3/27/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/29/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,3/29/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,3/30/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,17.14,19.65,3
3,4/1/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,4/2/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,4/3/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,4/7/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,4/8/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,4/9/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,4/9/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,4/11/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,4/15/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,4/19/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,13.1,2
3,4/19/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,22.85,25.2,4
3,4/21/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,4/22/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,4/22/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,4/24/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,4/24/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,45.7,50.4,8
3,4/26/20,MARLBORO GLD MENTHOL KS BOX,2820014010,10,50818,57.12,62.29,1
3,4/29/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,4/30/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,5.71,6.55,1
3,4/30/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,34.27,37.8,6
3,5/2/20,MARLBORO GLD MENTHOL KS BOX,2820000401,1,50818,11.42,12.6,2
3,2/10/20,MARLBORO GOLD MENTHOL 100 BOX,2820000471,1,50874,11.26,12.4,2
3,2/25/20,MARLBORO GOLD MENTHOL 100 BOX,2820000471,1,50874,11.42,13.1,2
3,2/28/20,MARLBORO GOLD MENTHOL 100 BOX,2820000471,1,50874,5.71,6.3,1
3,3/23/20,MARLBORO GOLD MENTHOL 100 BOX,2820000471,1,50874,11.42,12.6,2
3,4/11/20,MARLBORO GOLD MENTHOL 100 BOX,2820000471,1,50874,11.42,13.1,2
3,4/11/20,MARLBORO GOLD MENTHOL 100 BOX,2820000471,1,50874,11.42,12.6,2
3,4/24/20,MARLBORO GOLD MENTHOL 100 BOX,2820000471,1,50874,11.42,12.6,2
3,5/3/20,MARLBORO GOLD MENTHOL 100 BOX,2820000471,1,50874,11.42,12.6,2
3,2/8/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.63,6.35,1
3,2/12/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.63,6.35,1
3,2/18/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.2,2
3,2/20/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.2,2
3,2/22/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.2,2
3,2/24/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.35,1
3,2/24/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.2,2
3,2/25/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.45,1
3,2/28/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.2,1
3,3/2/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.4,2
3,3/3/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.9,2
3,3/6/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.4,2
3,3/7/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.45,1
3,3/18/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.45,1
3,3/19/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.45,1
3,3/29/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.45,1
3,3/31/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.4,2
3,4/18/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.45,1
3,4/22/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.45,1
3,4/30/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,11.42,12.4,2
3,5/3/20,MARLBORO GOLD REG 100 BOX,2820000465,1,50877,5.71,6.45,1
3,2/9/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,5.63,5.85,1
3,2/9/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,11.26,11.2,2
3,2/12/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,5.63,5.85,1
3,3/6/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,11.42,11.4,2
3,3/10/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,5.71,5.95,1
3,3/13/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,11.42,11.4,2
3,3/22/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,5.71,5.95,1
3,3/22/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,22.85,22.8,4
3,3/28/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,5.71,5.95,1
3,4/2/20,MARLBORO GOLD REG 72S BOX,2820000965,1,50886,11.42,11.4,2
