Store,Date,Cigarette Name,Cigarette UPC,Sell Unit Quantity,Item Number,Cost,Sales,Quantity Sold
3,4/6/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/7/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/8/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/9/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/15/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/21/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/22/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/25/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/26/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,4/30/20,CAMEL BLUE REG KS BOX,1230000007,1,50813,5.79,6.36,1
3,2/6/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.18,5.83,1
3,2/19/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,3/10/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,3/13/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,3/16/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,10.57,11.72,2
3,3/28/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,3/29/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,4/1/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,4/2/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,4/4/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,4/9/20,CAMEL CRUSH 50 CENT OFF,1230050274,1,50974,5.29,5.86,1
3,2/6/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,10.36,11.66,2
3,2/9/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.18,5.83,1
3,2/11/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.18,5.83,1
3,2/13/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.18,5.83,1
3,2/15/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,10.36,11.66,2
3,2/18/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,2/19/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,2/24/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,10.57,11.72,2
3,2/25/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,2/26/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,2/27/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,2/28/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,2/29/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,3/1/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,3/3/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,3/5/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,3/6/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,4/27/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,4/29/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,5/3/20,CAMEL CRUSH MEN 50 OFF,1230050280,1,50941,5.29,5.86,1
3,2/14/20,CAMEL CRUSH MEN SLVR 50 OFF,1230050283,1,50920,25.91,29.15,5
